"Row.names";"Transect";"Site";"Plant";"Lat_decimal";"Long_decimal";"Altitude_masl";"Clay";"Silt";"Sand";"Herbivory";"Veg_cover";"Gram_cover";"Shrub_cover";"H_comosum_cover";"PrecWorldClim";"PETWorldClim";"AIWorldClim";"MeanTempWorldClim";"TmaxWorldClim";"TminWorldClim";"Endophyte";"Sampling_year_biomass_mg";"Spikes";"X.N";"X.C";"d18OCellulose";"d13Ccellu";"d13CcelluAlt";"X.P";"pH";"ec_dS_cm";"PWA.X";"RhizoX.N";"RhizoX.C";"AMF";"iWUEmes";"d18O_rain";"Big_d18O";"d18O_rain_Ap_Sep";"Big_d18O_Ap_Sep";"d18O_rain_Ap_Sep2013";"Big_d18O_Ap_Sep2013";"RH_Average";"Sample";"OTU_Soil_sample_mgr";"seq_depth_from_Otu_table";"R1_seq_depth";"R2_seq_depth";"sum_Otu";"n_seq";"Richness";"Chao1";"ACE";"Shannon";"InvSimpson";"pielou"
"CC054";1;9;6;-42.83972222;-71.44638889;945;14.05;19.09;66.87;"Moderate";50;1;50;1;716;949.32;0.754224076;7.2;13.16666667;1.283333333;1;429;9;0.68;45.44;30.88;-27.76;-28.1901;0.07;5.55;0;10.904;0.2;2.79;78.02573366;42.61935239;-8.620464;39.84393723;-9.163192;40.41350874;-9.927388;41.21656079;61.49628;"CC054";213;19179500;20599113;20603322;57246;7946;520;675.012658227848;667.101233736875;4.74491403243656;46.5874278192371;0.758721444957687
"CC055";1;9;7;-42.83972222;-71.44638889;945;14.05;19.09;66.87;"Moderate";50;1;50;1;716;949.32;0.754224076;7.2;13.16666667;1.283333333;1;241;8;1;43.34;29.97;-27.86;-28.2901;0.15;5.89;0.05;12.352;0.27;3.92;79.98038898;42.05642951;-8.620464;38.92602439;-9.163192;39.49509312;-9.927388;40.29743629;61.49628;"CC055";222;19282479;20935083;20939995;58026;7986;518;660.65625;682.639918787711;4.56838741719896;39.5297525927065;0.730944882198829
"CC056";1;9;8;-42.83972222;-71.44638889;945;14.05;19.09;66.87;"Moderate";50;1;50;1;716;949.32;0.754224076;7.2;13.16666667;1.283333333;1;245;3;1.63;43.97;28.43;-28.35;-28.7801;0.34;5.77;0;15.047;0.41;5.75;92.02573366;39.29643175;-8.620464;37.37263344;-9.163192;37.94085131;-9.927388;38.74199481;61.49628;"CC056";204;16948767;17805783;17809210;51053;7974;719;921.786259541985;945.113040032223;5.09540138901674;57.5074081242459;0.7746288819292
"CC057";1;10;1;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;1;500;9;1.04;45.8;31.19;-25.51;-26.1337;0.08;5.48;0;7.338;0.15;1.81;72.34978425;54.27658398;-8.620464;40.15663281;-9.163192;40.7263756;-9.927388;41.52966914;60.25791;"CC057";202;8679231;9972577;9976168;26188;7874;623;696.8515625;728.026746245069;5.1544796757878;57.0822409427795;0.801063394403609
"CC058";1;10;2;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;0;42;3;1.04;45.44;32.03;-27.4;-28.0237;0.1;5.35;0;7.514;0.16;1.98;16.02573366;43.662717;-8.620464;41.00393696;-9.163192;41.57414386;-9.927388;42.37809176;60.25791;"CC058";235;15287931;16449597;16453326;46236;7895;622;778.946428571429;803.415151022;4.84269747886862;37.6051953803021;0.752796918524789
"CC059";1;10;3;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;0;157;2;1.17;42.79;28.89;-28.24;-28.8637;0.12;5.51;0;8.564;0.23;2.91;63.67978425;38.93218188;-8.620464;37.83663334;-9.163192;38.40510535;-9.927388;39.2066072;60.25791;"CC059";235;15066733;16226828;16231576;45099;7916;601;697.9;736.717106402625;5.11836902589032;71.825390057265;0.799920776085527
"CC060";1;10;4;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;0;261;2;1.28;43.11;30.11;-27.16;-27.7837;0.17;5.44;0;7.41;0.17;1.88;73.16136365;45.01279705;-8.620464;39.06724175;-9.163192;39.63638783;-9.927388;40.43884006;60.25791;"CC060";211;15955331;16740386;16746604;48198;7913;600;706.052631578947;739.915463637652;4.99308543800768;54.583545670971;0.780544058966828
"CC061";1;10;5;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;0;217;1;1.01;43.86;28.42;-27.32;-27.9437;0.08;5.67;0;8.337;0.23;2.72;58.34978425;44.11281776;-8.620464;37.36254649;-9.163192;37.93075883;-9.927388;38.73189455;60.25791;"CC061";236;15581203;17353454;17357855;47535;7903;788;945.081761006289;987.119365760746;5.39506000760899;75.2650340490195;0.808915443849232
"CC062";1;10;6;-42.84138889;-71.46444444;1121;9.76;10.9;79.35;"Moderate";15;7.5;7.5;1;726;919.86;0.789250538;6.283333333;12.20833333;0.408333333;0;172;2;1.26;43.97;29.56;-26.45;-27.0737;0.06;5.25;0;8.082;0.2;2.5;63.06978425;49.00288396;-8.620464;38.51245927;-9.163192;39.08130147;-9.927388;39.88332524;60.25791;"CC062";215;15598505;16629454;16633755;46588;7915;551;696.35;693.135089976516;4.93275671732728;54.0310547863803;0.781521541458631
"CC063";2;11;1;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;0;280;6;0.52;40.98;25.09;-27.17;-27.4934;0.16;6.37;0;5.409;0.06;0.65;58.34978425;46.64540621;-9.754615;35.18785902;-10.462732;35.92864377;-11.619133;37.14067545;57.94974;"CC063";230;9726394;10710756;10715249;28872;7979;421;480.692307692308;495.5017523788;4.36657637474265;26.4748163713235;0.722628115083016
"CC064";2;11;2;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;0;92;3;0.96;40.33;24.33;-27.79;-28.1134;0.209;6.06;0;5.481;0.07;0.77;9.019784253;43.15841874;-9.754615;34.42037248;-10.462732;35.16060802;-11.619133;36.3717411;57.94974;"CC064";215;10380252;11283973;11289378;31974;7979;479;538.838709677419;561.423644165538;4.84115407169096;54.5801717878089;0.78441168609538
"CC065";2;11;3;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;1;210;3;0.7;39.46;27.44;-28.75;-29.0734;0.17;6.28;0;5.342;0.05;0.53;70.68573366;37.75042614;-9.754615;37.56100817;-10.462732;38.30349116;-11.619133;39.5183014;57.94974;"CC065";209;8370072;8499413;8502980;25201;7964;471;541.957446808511;568.266548571872;4.46369504388361;23.8213316447215;0.725231187413256
"CC066";2;11;4;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;1;70;1;0.98;41.6;28.2;-26.78;-27.1034;0.23;6.13;0;5.358;0.04;0.56;29.18188867;48.83655674;-9.754615;38.32849471;-10.462732;39.07152691;-11.619133;40.28723575;57.94974;"CC066";223;12904930;14229995;14236230;39163;7763;448;507.206896551724;523.542172597943;4.52201741887474;33.8704889074235;0.740732281457776
"CC067";2;11;5;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;0;260;3;0.79;36.98;24.71;-28.48;-28.8034;0.2;6.18;0;5.342;0.05;0.53;6.349784253;39.27250468;-9.754615;34.80411575;-10.462732;35.54462589;-11.619133;36.75620827;57.94974;"CC067";225;9476022;10684564;10691704;29440;7981;546;634.227722772277;655.899514855969;4.97553455817963;61.2988997325598;0.789439212068436
"CC068";2;11;6;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;1;102;1;0.81;41.94;23.82;-27.52;-27.8434;0.18;5.95;0;5.315;0.04;0.48;46.91188867;44.67749225;-9.754615;33.90534862;-10.462732;34.64521561;-11.619133;35.85574568;57.94974;"CC068";217;8375972;9226150;9232476;25900;7976;552;629.205882352941;655.12851214502;5.11237165927407;76.5971965024912;0.809746219051692
"CC069";2;11;7;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;1;137;1;1.12;42.32;27.73;-26.95;-27.2734;0.28;6.74;0;5.358;0.06;0.56;49.33978425;47.88165586;-9.754615;37.85386488;-10.462732;38.59655744;-11.619133;39.81171056;57.94974;"CC069";206;4700386;5125647;5130597;14542;7956;466;485.239130434783;501.183835116556;4.96507061822773;55.8589731144555;0.808092546984754
"CC070";2;11;8;-44.07;-70.93416667;848;1.9;11.62;86.48;"Intense";50;25;25;1;291;924.27;0.314843065;7.233333333;12.89166667;1.633333333;1;106;1;0.94;41.15;26.78;-27.4;-27.7234;0.21;6.2;0;5.326;0.04;0.5;63.67978425;45.35236522;-9.754615;36.89450671;-10.462732;37.63651275;-11.619133;38.85054262;57.94974;"CC070";232;7268996;7578635;7582647;21949;7972;402;411.2625;421.470098502649;4.7925659269598;58.2884081312207;0.799233589484666
"CC071";2;12;1;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;112;2;1.05;39.33;18.64;-28.2;-28.2264;0.29;6.11;0;8.851;0.16;1.94;86.91573366;42.3883145;-9.754615;28.67432197;-10.462732;29.41044561;-11.619133;30.61485103;63.30481;"CC071";222;7681481;8682070;8684222;22987;7985;546;612.529411764706;630.365600083057;5.00287796066257;65.9769857440131;0.793777631158686
"CC072";2;12;2;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;260;2;0.98;40.14;22.85;-26.75;-26.7764;0.25;5.67;0;8.892;0.16;1.98;56.79038898;50.53830539;-9.754615;32.92579344;-10.462732;33.66495945;-11.619133;34.87434263;63.30481;"CC072";200;5963732;6448598;6451625;18220;7965;588;663.96261682243;680.246591397044;5.2662842745956;96.6312607668511;0.825860087412248
"CC073";2;12;3;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;260;1;1.31;38.39;18.89;-27.51;-27.5364;0.29;6.34;0.15;8.51;0.13;1.6;85.35573366;46.26961697;-9.754615;28.92678465;-10.462732;29.66308895;-11.619133;30.86778996;63.30481;"CC073";234;12503838;12899236;12905664;37935;7988;552;667.919191919192;687.134652966256;4.84210531529149;53.5023142247682;0.766938855901592
"CC074";2;12;4;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;500;3;1.23;38.18;23.5;-28.35;-28.3764;0.26;5.87;0;8.481;0.13;1.57;74.02573366;41.54382364;-9.754615;33.5821964;-10.462732;34.32183213;-11.619133;35.53198385;63.30481;"CC074";220;9865896;10393107;10398159;29465;7976;516;633.303370786517;655.161629068844;4.94026355306641;69.8539773450985;0.790934855671736
"CC075";2;12;5;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;500;4;1.4;39.96;23.05;-26.52;-26.5464;0.29;6.11;0;8.451;0.13;1.54;82.81084078;51.82883151;-9.754615;33.12776358;-10.462732;33.86707412;-11.619133;35.07669377;63.30481;"CC075";222;14233003;15706432;15714462;42666;7968;528;606.441176470588;629.843117536593;4.92491065364887;62.1605291705667;0.785585422646801
"CC076";2;12;6;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;203;2;0.8;39.75;25.55;-29.13;-29.1564;0.24;6.34;0;8.53;0.14;1.62;69.35573366;37.14826452;-9.754615;35.65239034;-10.462732;36.39350752;-11.619133;37.60608308;63.30481;"CC076";214;17333757;18438057;18444182;52611;7906;517;676.31;715.850492964625;4.52720183472654;36.3340215917837;0.724579188340272
"CC077";2;12;7;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;1;173;4;0.89;41.63;24.48;-26.69;-26.7164;0.26;5.66;0;8.23;0.11;1.31;78.25188867;50.87502318;-9.754615;34.57185009;-10.462732;35.31219402;-11.619133;36.52350446;63.30481;"CC077";211;20479385;21925717;21935310;62663;7970;553;710.989130434783;719.238978954466;4.7525920140159;45.4211262449159;0.752545146747068
"CC078";2;12;8;-44.20055556;-71.27722222;578;17.46;11.14;71.4;"Intense";45;20;25;2;573;941.58;0.608551584;8.175;13.48333333;2.941666667;0;215;3;1.43;41.17;28.35;-26.49;-26.5164;0.26;6.44;0;8.107;0.1;1.18;69.01978425;51.99711604;-9.754615;38.47997232;-10.462732;39.22311292;-11.619133;40.43899911;63.30481;"CC078";223;22066351;24143818;24154815;66487;7956;612;737.425;775.406436941641;5.115256082337;76.5220107690411;0.797174614293592
"CC079";2;13;1;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;59;1;0.86;43.92;27.37;-26.33;-26.3883;0.08;5.69;0;14.935;0.58;7.16;100;52.76006861;-8.940608;36.63817557;-9.480898;37.20362174;-10.395576;38.16229504;65.13733;"CC079";210;13754514;15158278;15164058;41222;7959;454;554.649350649351;569.745390930101;4.62573895069629;46.7060452139445;0.756074773080946
"CC080";2;13;2;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;410;16;1.08;44.81;28.76;-26.22;-26.2783;0.13;5.72;0;11.325;0.43;5.02;35.54038898;53.37686085;-8.940608;38.04071512;-9.480898;38.60692633;-10.395576;39.56689668;65.13733;"CC080";202;12868148;13591945;13595965;38441;7950;579;736.732673267327;758.31835904926;4.96971752890314;67.5133632716194;0.781242134991075
"CC081";2;13;3;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;131.8;1;1.16;42.45;24.64;-27.24;-27.2983;0.14;5.4;0;11.803;0.47;5.33;74.34978425;47.65216395;-8.940608;33.88354752;-9.480898;34.44749115;-10.395576;35.40361699;65.13733;"CC081";234;21642906;22715677;22725347;65744;7955;690;858.92;875.696601759476;5.2840997144669;87.3944029598244;0.808375251543767
"CC082";2;13;4;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;130;1;1.63;42.4;27.34;-28.78;-28.8383;0.18;5.6;0.02;11.386;0.47;5.06;95.57084078;38.98621057;-8.940608;36.60790493;-9.480898;37.17333459;-10.395576;38.1319799;65.13733;"CC082";227;25339661;26805173;26817262;76471;7954;720;893.919117647059;932.084721745933;5.25181702911612;70.4078676468952;0.798239322360756
"CC083";2;13;5;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;110;2;0.65;45.17;26.05;-27.43;-27.4883;0.08;5.49;0;12.281;0.53;5.63;84.25188867;46.58447207;-8.940608;35.3062675;-9.480898;35.87098717;-10.395576;36.82842873;65.13733;"CC083";226;36401556;38782924;38798626;108238;7944;624;806.416666666667;832.099511025481;4.90056911368918;45.9444826260673;0.761413085960998
"CC084";2;13;6;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;68;2;0.9;46.32;27.21;-27.48;-27.5383;0.2;5.34;0;22.69;0.88;10.78;72.34978425;46.30343118;-8.940608;36.47673216;-9.480898;37.04209028;-10.395576;38.00061427;65.13733;"CC084";225;27187471;29126474;29137552;82071;7938;748;967;947.671038727148;5.42834924109349;100.041349002474;0.820314141236576
"CC085";2;13;7;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;400;10;1.19;45.97;28.56;-27.24;-27.2983;0.24;5.58;0;18.511;0.77;8.95;62.98038898;47.65216395;-8.940608;37.83891087;-9.480898;38.405012;-10.395576;39.36479573;65.13733;"CC085";238;22820811;24250987;24261614;69794;7943;533;672.6875;673.095607159687;4.84283765989247;44.0903096184017;0.771334098065276
"CC086";2;13;8;-44.24277778;-71.56111111;607;12.37;8.39;79.24;"Moderate";80;20;60;0.1;864;912.6;0.946745562;7.6;12.65;2.583333333;1;170;1;0.95;45.02;28.07;-27.78;-27.8383;0.17;5.99;0;23.799;0.92;11.23;97.35573366;44.61657875;-8.940608;37.34449045;-9.480898;37.9103219;-10.395576;38.86964838;65.13733;"CC086";231;25886453;28383178;28397201;77962;7929;729;1011.57024793388;1027.33044253349;5.15352548572677;68.4927774805996;0.781823508754939
"CC087";2;14;1;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;165;2;1.1;41.58;23.56;-25.98;-25.98;0.25;5.9;0;13.749;0.23;2.7;83.35573366;54.99469521;-9.754615;33.64278744;-10.462732;34.38246653;-11.619133;35.59268919;65.09116;"CC087";210;40469718;43291375;43313371;120358;7958;664;900.727272727273;875.510625308423;5.22854929375813;87.0339946457334;0.804604843786198
"CC088";2;14;2;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;94;1;0.87;42.56;25.734;-26.93;-26.93;0.27;5.69;0;13.734;0.22;2.68;100;49.66652001;-9.754615;35.83820287;-10.462732;36.57945301;-11.619133;37.79224613;65.09116;"CC088";221;20948809;23062313;23073631;62654;7972;565;713.316326530612;739.595040823629;4.91391411979076;58.2454578781436;0.775453567491709
"CC089";2;14;3;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;172;2;1.06;40.46;25.62;-28.66;-28.66;0.36;5.81;0;14.737;0.35;4;76.54573366;39.93686155;-9.754615;35.72307989;-10.462732;36.46424765;-11.619133;37.67690598;65.09116;"CC089";200;19577541;22496872;22507133;57852;7946;562;697.254545454545;727.48990184118;4.59971910956081;31.1185502074934;0.726481523437926
"CC090";2;14;4;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;150;2;1.46;40.47;23.66;-27.15;-27.15;0.26;5.84;0;13.986;0.25;3.02;33.63084078;48.43114286;-9.754615;33.74377251;-10.462732;34.48352387;-11.619133;35.69386476;65.09116;"CC090";200;22958941;24262748;24276729;68179;7921;612;693.752293577982;709.649000985306;5.23810845528424;87.1617338369659;0.816320242868755
"CC091";2;14;5;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;200;6;0.97;44.31;27.68;-24.7;-24.7;0.22;5.83;0;13.464;0.2;2.31;63.01978425;62.15729556;-9.754615;37.80337234;-10.462732;38.54602877;-11.619133;39.76112277;65.09116;"CC091";232;23382504;26317180;26328722;70323;7928;664;902.514851485148;904.067805626443;5.08759213654496;58.1211892555686;0.782913394573806
"CC092";2;14;6;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;87;6.6;0.85;43.39;28.41;-26.5;-26.5;0.26;5.88;0;14.457;0.29;3.64;35.35573366;52.07950859;-9.754615;38.54056336;-10.462732;39.28374732;-11.619133;40.49970445;65.09116;"CC092";225;19802652;21709402;21720570;58572;7974;646;777.102803738318;783.42051021712;5.18352547884504;64.6687834863654;0.801064146063393
"CC093";2;14;7;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;135;1;1.65;38.92;25.45;-26.99;-26.99;0.31;6.1;0.1;13.734;0.22;2.68;71.22188867;49.32965437;-9.754615;35.55140527;-10.462732;36.29245018;-11.619133;37.50490751;65.09116;"CC093";232;15612489;17088171;17098309;47656;7972;627;760.009259259259;779.889164479544;5.22884888912256;84.2606915570641;0.811813738265983
"CC094";2;14;8;-44.20666667;-71.42944444;554;28.42;28.01;43.57;"Intense";65;25;40;0.5;738;938.34;0.7864953;8.183333333;13.36666667;3.05;1;341;6;1.27;43.37;27.23;-26.46;-26.46;0.22;6.15;0;13.763;0.24;2.72;73.83136365;52.30386427;-9.754615;37.34893953;-10.462732;38.09127076;-11.619133;39.3058327;65.09116;"CC094";206;19671530;21042837;21055374;58667;7957;637;767.41;780.57518733856;5.33880985684451;88.3034645601204;0.826854625708559
"CC095";2;15;1;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;763;3;0.59;42.51;27.91;-27.44;-27.5797;0.19;6.34;0;13.625;0.13;1.47;83.83136365;46.08010832;-9.754615;38.03563801;-10.462732;38.77846064;-11.619133;39.99382659;61.37928;"CC095";208;11621508;12512714;12519731;34227;7952;507;560.307692307692;575.441331638451;4.90970790128614;52.8994451917736;0.788263502858924
"CC096";2;15;2;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;76;3;0.94;42.73;28.24;-25.62;-25.7597;0.22;5.9;0;13.535;0.12;1.3;NA;56.29228054;-9.754615;38.36888874;-10.462732;39.11194985;-11.619133;40.32770598;61.37928;"CC096";219;18991976;19583677;19595956;57062;7981;529;670.5625;670.688503823325;4.78386317754954;46.2649023987217;0.762856323135
"CC097";2;15;3;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;181;9;1.3;42.24;26.25;-27.08;-27.2197;0.21;6.14;0.02;13.593;0.12;1.41;25.67978425;48.10313014;-9.754615;36.35928583;-10.462732;37.10090887;-11.619133;38.31431209;61.37928;"CC097";220;24564403;24886127;24900997;74350;7978;595;727.03;744.172220889814;5.11446374367142;71.5333152013882;0.800565795490638
"CC098";2;15;4;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;45;1;0.96;43.74;29.97;-26.18;-26.3197;0.11;6.21;0;13.619;0.12;1.46;NA;53.1541399;-9.754615;40.11593046;-10.462732;40.86024176;-11.619133;42.07804338;61.37928;"CC098";222;17600643;18638661;18650062;53236;7955;565;722.012987012987;699.643559813628;5.01570186432034;62.0323826514858;0.79151645904785
"CC099";2;15;5;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;38;2;0.88;44.76;29.55;-26.23;-26.3697;0.15;6.24;0;13.63;0.13;1.48;45.01978425;52.87377323;-9.754615;39.69179316;-10.462732;40.43580095;-11.619133;41.65310598;61.37928;"CC099";220;12430926;13456042;13465726;37521;7967;573;684.83908045977;685.333826394899;5.17611953297486;76.354102434864;0.815023252481455
"CC100";2;15;6;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;33;1;1.06;42.35;26.26;-25.23;-25.3697;0.196;6.27;0;13.614;0.13;1.45;NA;58.47564108;-9.754615;36.36938434;-10.462732;37.1110146;-11.619133;38.32442965;61.37928;"CC100";214;21589687;22953382;22964655;65192;7980;513;623.521739130435;612.006204289899;5.07630249177287;80.3929737386285;0.813474054308243
"CC101";2;15;7;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;181;4;1.2;42.38;26.4;-25.51;-25.6497;0.17;6.04;0;13.678;0.14;1.57;59.25978425;56.90827715;-9.754615;36.51076344;-10.462732;37.25249487;-11.619133;38.46607545;61.37928;"CC101";218;28072345;28475017;28489362;84183;7965;702;878.61320754717;876.169561863904;5.44567428826499;100.80163878945;0.830901681869385
"CC102";2;15;8;-44.2125;-71.13722222;681;31.68;31.88;36.44;"Intense";45;40;5;2;434;937.29;0.463037054;7.841666667;13.26666667;2.466666667;1;55;1;1.21;42.14;26.19;-25.54;-25.6797;0.2;6.01;0;13.673;0.14;1.56;78.34978425;56.74029187;-9.754615;36.29869479;-10.462732;37.04027446;-11.619133;38.25360674;61.37928;"CC102";202;17458440;17887691;17898154;52679;7973;650;823.46875;814.958168674576;5.32401639427475;96.7556145101316;0.82199152566701
"CC103";2;16;1;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;35;2;1.01;43.58;32.58;-25.75;-25.9172;0.144;6.61;0.15;6.059;0.06;0.66;46.68573366;55.39513589;-9.754615;42.7516408;-10.462732;43.49783822;-11.619133;44.71872582;54.63241;"CC103";208;27657684;30838092;30850974;85901;7975;386;483.353846153846;501.835659032164;4.51138010435736;44.1182948307879;0.757472010147037
"CC104";2;16;2;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;146;1;0.98;43.05;31.34;-25.35;-25.5172;0.15;6.4;0.14;6.067;0.07;0.67;29.31038898;57.63518112;-9.754615;41.49942592;-10.462732;42.24472726;-11.619133;43.46414872;54.63241;"CC104";217;7773048;8208772;8211756;24237;7980;469;535.413793103448;557.05699175328;4.82511899616493;53.5258053616247;0.784495305227428
"CC105";2;16;3;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;58;5;1.11;41.9;31.37;-25.14;-25.3072;0.154;6.91;0;6.108;0.07;0.72;43.01978425;58.81046887;-9.754615;41.52972144;-10.462732;42.27504446;-11.619133;43.4945014;54.63241;"CC105";231;15421994;15809796;15818201;46703;7993;477;567.75;591.833097078491;4.99768890319589;78.3317116412399;0.810324368095212
"CC106";2;16;4;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;120;5;0.58;43.84;34.19;-25.05;-25.2172;0.11;5.76;0;6.293;0.08;0.94;21.16136365;59.3140086;-9.754615;44.37750043;-10.462732;45.12486133;-11.619133;46.34765254;54.63241;"CC106";201;18102767;18898735;18907901;55739;7956;505;625.123456790123;633.028397562442;4.77020237523089;43.6855038075953;0.766351931535523
"CC107";2;16;5;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;1;101;5;0.98;42.76;31.01;-25.91;-26.0772;0.18;6.44;0;6.067;0.06;0.67;33.83136365;54.49860259;-9.754615;41.16617519;-10.462732;41.91123805;-11.619133;43.13026934;54.63241;"CC107";207;8818214;9737440;9742699;25961;7978;453;522.608108108108;530.471515840918;4.68831126534319;49.9325984083948;0.76657847606704
